#mFISH-survey output
#output UTC: Sunday, 02. February 2020 05:28:07PM
#source directory: /home/imaging/surveyNAS02/nas02_survey01_data/IntegrationTest/1001844875
#manifest init time: 2020-01-28T21:34:47.125000+00:00
#decoding dim: 2
,1700022I11Rik,1810046K07Rik,5031425F14Rik,5730522E02Rik,Acta2,Adam2,Adamts2,Adamts4,Adra1b,Alk,Ankfn1,Ano4,Aqp4,Asic4,B4galnt2,B4galnt3,Barx2,Bcl11b,Bdnf,Bgn,Blank-1,Blank-10,Blank-2,Blank-3,Blank-4,Blank-5,Blank-6,Blank-7,Blank-8,Blank-9,Blnk,Bmpr1b,Brinp3,C1ql3,C1qtnf7,Cacng5,Calb1,Calb2,Camk2d,Car3,Cbln2,Cbln4,Ccbe1,Ccdc162,Ccdc3,Ccdc80,Ccnb1,Cd14,Cd24a,Cd52,Cdca7,Cdcp1,Cdh12,Cdh13,Cdh20,Cdh9,Ceacam9,Cemip,Chat,Chn2,Chodl,Chrm2,Chrna2,Cldn5,Clrn1,Cnr1,Cntnap5b,Cobll1,Col14a1,Col15a1,Col23a1,Col24a1,Col25a1,Corin,Cplx3,Crhr2,Crispld2,Cspg4,Ctss,Cux2,Cxcl14,Daam2,Dmkn,Dnase1l3,Dscaml1,Egfem1,Egfr,Egln3,Egr2,Elfn1,Enpp6,Epha7,Fam19a2,Fam84b,Fbxl7,Fezf2,Flrt3,Flt1,Fndc7,Fosb,Foxp2,Frem2,Fst,Gad1,Gad2,Gfap,Glra1,Gpc6,Grik1,Grin3a,Grm1,Grm8,Hpse,Hs3st5,Igf2,Igfbp4,Igfbp5,Igfbp6,Ikzf2,Il1rapl2,Il4ra,Inpp4b,Iqgap2,Itgb8,Kcng1,Kcnj8,L3mbtl4,Lama3,Lamp5,Lhx6,Lmo1,Lsp1,Ltf,Luzp2,Lypd1,Lyzl4,March1,Marcksl1,Meis2,Moxd1,Mrc1,Mrgprx2,Muc20,Mup5,Myh14,Ndst4,Nhs,Nkain3,Nnmt,Nos1,Npas1,Npnt,Npsr1,Npy2r,Nr2f2,Nr4a1,Nr4a2,Ntng2,Nxph1,Nxph2,Nxph4,Olah,Olfm3,Opalin,Oprk1,Osr1,Otof,Parm1,Pcdh8,Pde11a,Pdgfc,Pdgfra,Pdlim5,Penk,Phactr2,Plch1,Plcxd3,Pld5,Plekhg3,Pou3f1,Pou3f3,Pou6f2,Prdm8,Prok2,Prokr2,Prox1,Prr16,Prss12,Prss23,Ptger3,Ptprk,Ptprm,Ptprt,Ptpru,Pvalb,Pxdc1,Rab3b,Ramp1,Reln,Rerg,Rfx3,Rgs5,Rgs6,Rnf152,Ror1,Rorb,Rprml,Rspo1,Rxfp1,Rxfp2,Satb2,Scgn,Sema3e,Sema5a,Serpinf1,Sertm1,Sgcd,Shisa9,Slc17a6,Slc17a7,Slc17a8,Slc25a13,Slc30a3,Slc32a1,Slc44a5,Slco5a1,Sncg,Sox10,Sox6,Sp8,Spon1,Sst,St6galnac5,Sulf1,Sulf2,Syndig1,Syt10,Syt6,Tac2,Tbc1d4,Tcap,Teddm3,Tenm3,Th,Thbs2,Thsd7a,Timp3,Tmem163,Tmtc2,Tnfaip6,Tox,Trp53i11,Trpc4,Trpc6,Tshz2,Tunar,Ubash3b,Unc13c,Unc5b,Unc5d,Ust,Vip,Vipr2,Vtn,Vwc2,Wipf3,Wnt7b,Zfp804b,area,position,total_reads,simpleClass
1054,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,7,0,0,0,0,0,0,1,2,0,0,0,8,4,0,0,0,2,0,0,4,0,2,0,0,2,4,0,0,0,1,1,0,0,0,0,0,102,0,0,1,0,0,0,1,2,0,7,1,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,18,0,14,0,0,1,2,0,1,0,0,0,24,1,0,0,0,0,0,0,0,0,0,2,1,512,0,1,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,1,6,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,316.7100000000149,[2239.31337076 5216.7330543 ],853,105
1055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,1,0,0,1,0,0,0,6,0,0,0,1,0,1,0,0,0,0,1,0,252,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,192.7800000000009,[2237.96337076 5407.5330543 ],474,105
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,20,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,179.00999999999934,[2239.31337076 6038.4330543 ],328,97
1057,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,34,0,0,0,0,0,1,1,0,1,0,0,0,26,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,56,0,0,0,0,0,0,0,1,0,2,0,2,0,0,2,1,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,6,2,0,0,1,0,0,4,0,0,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,54,0,0,1,0,0,0,1,1,0,4,1,0,1,0,16,0,1,0,0,0,1,0,3,0,0,0,4,0,0,0,1,0,0,2,0,0,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,18,0,20,0,0,2,4,0,1,0,0,0,18,0,0,0,5,0,0,0,0,3,0,1,2,332,0,0,1,0,1,0,0,0,0,0,0,16,1,0,0,0,1,0,12,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,2,0,0,2,4,0,1,277.01999999999543,[2240.21337076 6505.0830543 ],736,105
1058,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,66,0,1,2,0,0,0,2,0,0,1,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,44,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,1,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,96,1,0,6,0,0,1,1,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,18,3,1,0,9,0,0,0,0,0,0,3,0,1,0,2,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,1,0,12,0,30,0,0,0,6,1,1,0,1,0,10,1,1,0,3,0,0,0,0,0,0,0,6,270,0,0,0,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,4,0,0,1,2,1,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,0,0,6,0,0,4,2,0,0,284.31000000000876,[2237.51337076 6580.2330543 ],755,232
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,130,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,126.36000000000999,[2237.96337076 6442.5330543 ],888,67
1060,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,3,0,0,1,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,6,1,0,0,1,0,0,0,0,0,0,0,12,8,0,2,0,2,0,1,1,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,62,1,0,3,0,0,0,1,0,0,2,0,1,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,1,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,58,3,0,2,2,0,7,0,0,0,20,1,0,0,0,0,1,0,0,0,0,2,0,340,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,4,12,0,0,1,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,20,0,0,3,4,0,0,243.0,[2242.46337076 5519.1330543 ],831,107
1061,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,4,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.3999999999951,[2241.56337076 4912.5330543 ],147,64
1062,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,136,1,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2,0,0,0,0,0,2,0,1,0,3,0,1,0,0,3,0,0,1,2,0,0,2,1,1,0,0,0,0,0,2,0,0,0,10,2,0,0,0,1,0,0,2,0,0,1,0,0,30,0,0,0,0,2,0,0,0,2,0,278,1,0,0,0,1,1,1,1,0,1,1,0,0,0,30,0,1,0,0,0,0,0,5,0,0,0,15,3,0,0,4,0,0,1,0,1,0,2,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,34,1,6,0,0,0,6,0,4,0,0,0,18,1,0,0,6,0,0,1,0,1,0,1,4,532,0,0,1,0,1,0,1,0,0,0,0,4,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,18,0,1,3,2,0,1,338.5800000000013,[2242.91337076 6469.0830543 ],1281,97
1063,1,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,64,1,0,1,1,0,1,0,0,0,0,1,0,102,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,68,0,0,0,0,0,0,1,0,0,6,2,1,0,2,0,0,0,0,2,2,0,0,0,0,4,7,0,0,0,0,1,0,0,3,0,0,1,2,0,0,0,0,0,0,4,2,0,1,0,0,0,38,0,0,0,0,0,0,0,0,1,0,158,0,0,4,0,0,0,0,2,1,3,1,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,24,3,3,0,5,0,0,4,0,0,0,1,1,2,0,2,1,0,24,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,5,0,0,0,18,0,96,0,0,0,8,0,8,0,0,0,26,7,2,0,8,0,0,0,0,1,0,5,0,454,0,0,0,0,0,0,1,0,1,0,0,14,0,0,0,0,0,0,26,0,0,0,3,0,0,0,0,1,4,0,0,1,1,0,2,0,0,0,0,0,0,34,0,0,2,4,0,1,307.80000000000655,[2243.36337076 6553.2330543 ],1337,104
1064,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,1,0,1,0,0,2,2,1,0,130,0,0,2,2,0,2,1,1,0,0,0,1,1,0,0,80,0,0,0,1,0,0,2,0,0,2,2,1,0,1,1,0,1,0,5,2,2,0,1,0,2,11,1,1,2,2,0,0,1,3,3,0,0,8,12,0,1,0,2,0,4,1,0,2,0,1,0,70,0,0,0,0,4,1,1,1,1,0,164,1,0,3,0,0,0,4,3,1,3,0,1,2,0,40,0,1,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,1,0,0,2,0,0,1,0,4,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,3,15,36,0,68,1,0,3,7,1,8,0,0,0,56,2,0,0,6,0,0,0,0,0,0,4,1,812,0,2,2,1,1,2,0,0,0,0,3,48,1,1,0,1,2,1,36,0,0,2,23,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,3,14,0,0,4,7,0,1,527.3099999999956,[2245.61337076 5268.9330543 ],1865,106
1065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,16,0,0,2,0,0,0,2,0,0,0,0,0,0,0,10,1,0,1,0,0,0,0,2,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,32,0,4,0,0,0,1,0,2,0,0,1,6,1,5,1,0,0,1,0,0,0,0,2,0,370,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,243.0,[2245.16337076 5612.7330543 ],553,97
1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,[2237.51337076 6578.8830543 ],0,0
1067,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,1,1,0,0,0,0,1,1,1,0,72,1,0,2,1,0,0,1,1,0,0,0,2,0,0,0,42,0,0,0,0,0,0,2,0,0,3,3,2,0,0,0,0,0,0,2,1,0,0,0,0,1,7,0,0,0,0,1,0,0,1,0,0,0,10,6,0,0,0,0,0,1,1,1,0,0,2,0,36,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,3,0,0,2,1,0,0,0,0,0,1,2,0,0,90,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,2,11,16,0,68,0,0,0,4,0,6,0,0,0,22,3,1,0,4,0,0,0,0,0,0,2,1,440,0,2,1,1,3,0,1,0,0,0,0,16,2,0,0,1,1,0,16,0,0,2,8,0,0,0,1,0,1,0,0,5,0,0,1,0,0,0,0,0,0,8,2,0,3,7,0,2,272.15999999999445,[2247.41337076 5496.1830543 ],1050,107
1068,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,1,3,0,74,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,2,4,4,0,0,0,0,0,0,2,0,1,0,8,2,0,0,0,5,1,1,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,30,0,0,4,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,34,2,0,0,3,0,0,0,0,1,22,7,0,0,3,0,1,0,0,1,0,2,1,236,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1,0,1,261.6300000000009,[2245.61337076 6138.3330543 ],591,97
1069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,1,0,0,0,0,0,1,0,0,16,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,2,0,0,4,0,10,0,0,1,0,0,0,0,0,0,14,3,0,0,1,0,0,0,0,0,0,0,3,244,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,289.1699999999893,[2246.51337076 6190.5330543 ],437,64
1070,0,0,0,0,2,0,0,1,1,0,0,1,0,5,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,1,1,14,0,1,1,0,0,0,0,0,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,570,0,0,0,2,0,2,0,0,0,15,13,3,0,0,33,0,1,0,1,1,2,1,0,2,2,8,5,0,0,1,0,0,0,15,0,0,0,410,88,1,0,0,5,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,1,0,20,0,0,13,0,0,1,4,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,1,0,1,1,19,0,1,0,18,1,0,0,0,0,0,1,0,3,0,1,0,0,222,0,1,2,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,1,22,0,44,0,0,0,21,0,1,0,0,0,4,5,0,0,2,0,0,0,0,0,0,4,0,66,0,1,1,4,1,3,0,0,1,1,0,14,1,0,4,0,0,0,122,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,998,0,0,3,0,0,0,307.80000000000655,[2248.76337076 6349.8330543 ],2990,107
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,176,36,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,0,68,0,0,0,0,0,0,2,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,30,0,42,0,0,0,3,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,102,0,2,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,233.27999999999886,[2246.96337076 6420.4830543 ],630,107
1072,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,10,0,1,4,2,0,0,0,0,0,0,0,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0,2,1,0,1,0,4,4,0,0,1,1,0,3,2,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,100,0,0,5,0,1,0,4,0,0,1,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,3,6,5,0,3,0,0,5,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,14,8,0,20,0,1,1,6,0,1,0,0,0,6,4,10,0,1,0,0,0,0,0,0,1,3,286,0,0,0,0,4,1,0,0,0,0,0,14,0,0,0,0,0,0,8,0,0,1,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,1,0,0,147.42000000000812,[2246.96337076 5441.7330543 ],688,235
1073,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,348,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,10,1,0,0,1,0,0,0,0,1,4,6,0,0,4,0,0,0,0,0,0,1,0,306,0,2,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,246.24000000000802,[2249.21337076 6236.8830543 ],814,105
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,124.73999999999575,[2246.51337076 6027.1830543 ],305,65
